,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita
0,1400,Central Europe,6.25,374.5280826548838,268.1980850576318,494.9965480819757,11,1.76,42.91169360922108,59.92449322478141,79.19944769311611,re_central_europe,956
1,1410,Central Europe,6.449999999999999,42.52615976304586,30.921136065919278,55.745194921350446,2,0.310077519379845,4.793974583863455,6.593203064038119,8.64266587927914,re_central_europe,896
2,1420,Central Europe,6.65,72.49384661771019,53.38074338510875,94.15337521486936,8,1.2030075187969924,8.02717945640733,10.90133031845266,14.158402287950278,re_central_europe,980
3,1430,Central Europe,6.85,89.05023859859237,66.38524437084726,114.7178892582094,3,0.43795620437956206,9.691276550488652,13.000034831911297,16.747137117986775,re_central_europe,1019
4,1440,Central Europe,7.050000000000001,136.83803149190325,103.24994136463302,174.7278211756162,28,3.9716312056737584,14.645381753848653,19.40964985700755,24.78408811001648,re_central_europe,948
5,1450,Central Europe,7.25,467.5866733509486,356.3618039326546,591.9644957178073,1,0.13793103448275862,49.153352266573044,64.49471356564808,81.65027527142169,re_central_europe,905
6,1460,Central Europe,7.449999999999999,223.82428719868443,171.8160931856181,280.94913559765706,8,1.0738255033557047,23.062562843707127,30.04352848304489,37.71129336881303,re_central_europe,858
7,1470,Central Europe,7.65,180.48259297682876,139.71622335932148,225.6495422234023,10,1.3071895424836601,18.26355860906163,23.592495813964543,29.49667218606566,re_central_europe,791
8,1480,Central Europe,7.85,522.2213885977188,406.6167489289403,649.4795776207638,41,5.222929936305733,51.798311965470106,66.52501765576037,82.73625192621196,re_central_europe,856
9,1490,Central Europe,8.05,484.4498219201179,379.257211401681,597.6633321560583,7,0.8695652173913043,47.112697068531794,60.180102101878,74.24389219329916,re_central_europe,845
10,1500,Central Europe,8.25,1226.4374851276,968.1221673191128,1506.470939352722,19,2.303030303030303,117.3481414932258,148.65908910637575,182.60253810336025,re_central_europe,944
11,1510,Central Europe,8.5,328.7326741692868,261.23869760723585,402.3842850947736,9,1.0588235294117647,30.733964424380687,38.674432255210206,47.33932765820866,re_central_europe,948
12,1520,Central Europe,8.75,1069.6581961025076,853.7728414064273,1307.1825324581998,44,5.0285714285714285,97.57403901787741,122.24665098314374,149.39228942379427,re_central_europe,983
13,1530,Central Europe,9.0,1118.294833029176,897.9838410936846,1359.6499705167937,24,2.6666666666666665,99.77598234374274,124.25498144768623,151.07221894631041,re_central_europe,961
14,1540,Central Europe,9.25,1425.947844345326,1153.5677651073302,1723.9039598998625,87,9.405405405405405,124.71002866025191,154.15652371300823,186.36799566484999,re_central_europe,982
15,1550,Central Europe,9.5,1769.0767912539347,1440.3910517200627,2131.706255279205,20,2.1052631578947367,151.62011070737503,186.21860960567733,224.39013213465316,re_central_europe,1041
16,1560,Central Europe,9.75,1022.4069398878664,838.7857855055433,1225.0281219470132,90,9.23076923076923,86.02931133390189,104.86225024490938,125.6439099432834,re_central_europe,1146
17,1570,Central Europe,10.0,1390.6468307400455,1146.9174290159106,1657.8095238619885,72,7.2,114.69174290159106,139.06468307400456,165.78095238619886,re_central_europe,1181
18,1580,Central Europe,10.25,1775.2997441935013,1472.373760727682,2103.636660645497,114,11.121951219512194,143.64622055879826,173.1999750432684,205.23284494102413,re_central_europe,1286
19,1590,Central Europe,10.5,1480.3106807522745,1234.5517013068477,1745.2984695810462,38,3.619047619047619,117.57635250541406,140.9819695954547,166.21890186486155,re_central_europe,1186
