,individual_wikidata_id,decade,region_name,count_works,occupation
15716,Q55418397,1880,France,0.0,Theater
15717,Q121409,1830,France,0.0,Science
15718,Q47034930,1830,France,0.0,Music
15720,Q11731027,1870,Eastern Europe,0.0,Theater
15721,Q88813000,1860,United Kingdom,0.0,Written work
15723,Q257895,1850,United Kingdom,15.0,Work of art
15724,Q2611934,1850,Low countries,0.0,Sculpture
15725,Q2611934,1850,Low countries,0.0,Written work
15726,Q3713019,1820,Italy,0.0,Music
15727,Q18546121,1830,United Kingdom,0.0,Written work
15728,Q55912549,1860,Italy,0.0,Music
15729,Q60838950,1880,France,0.0,Written work
15730,Q108700078,1840,Eastern Europe,0.0,Written work
15731,Q23015702,1860,Italy,0.0,Written work
15733,Q12315628,1870,Nordic countries,0.0,Architecture
15734,Q18672199,1870,United Kingdom,1.0,Work of art
15735,Q15118064,1820,Eastern Europe,0.0,Science
15736,Q38027490,1860,France,0.0,Work of art
15738,Q2831331,1870,France,2.0,Written work
15739,Q3292006,1810,France,9.0,Work of art
15740,Q1384312,1840,Low countries,4.0,Written work
15741,Q14500331,1880,Eastern Europe,1.0,Written work
15742,Q3386600,1810,France,1.0,Written work
15743,Q2701424,1840,France,3.0,Science
15744,Q2871283,1840,France,3.0,Work of art
15745,Q3665487,1850,Italy,2.0,Work of art
15746,Q19607171,1840,France,0.0,Theater
15747,Q49767397,1820,France,0.0,Sculpture
15748,Q2754985,1860,United Kingdom,1.0,Science
15751,Q2754985,1860,United Kingdom,1.0,Written work
15752,Q18672249,1840,United Kingdom,0.0,Science
15753,Q11904863,1870,Italy,0.0,Music
15755,Q107629694,1850,France,0.0,Work of art
15756,Q17351490,1880,Low countries,9.0,Work of art
15757,Q8320216,1870,Italy,4.0,Work of art
15758,Q51462235,1840,Eastern Europe,4.0,Work of art
15759,Q3169367,1810,France,7.0,Work of art
15760,Q97192138,1870,Eastern Europe,0.0,Theater
15761,Q842033,1840,Italy,1.0,Work of art
15762,Q21518591,1880,Eastern Europe,0.0,Science
15763,Q2375773,1870,Low countries,1.0,Architecture
15764,Q2628039,1840,Eastern Europe,6.0,Written work
15765,Q2389161,1850,Italy,0.0,Work of art
15766,Q6222112,1850,United Kingdom,0.0,Written work
15767,Q323687,1820,Italy,0.0,Science
15768,Q3090761,1860,Nordic countries,10.0,Science
15769,Q106594446,1870,Nordic countries,0.0,Written work
15770,Q18529892,1840,United Kingdom,0.0,Science
15771,Q18413031,1840,Eastern Europe,0.0,Theater
15772,Q3181829,1860,United Kingdom,0.0,Science
15773,Q3134116,1850,France,0.0,Written work
15775,Q109887466,1840,France,0.0,Work of art
15776,Q18197719,1820,United Kingdom,0.0,Science
15777,Q18197719,1820,United Kingdom,0.0,Written work
15778,Q59588494,1880,United Kingdom,0.0,Sculpture
15779,Q55225603,1880,Italy,0.0,Music
15780,Q24175809,1830,United Kingdom,0.0,Music
15781,Q23010122,1850,Italy,1.0,Work of art
15782,Q18645534,1880,Eastern Europe,0.0,Written work
15783,Q18508625,1820,United Kingdom,7.0,Sculpture
15784,Q18529229,1850,United Kingdom,0.0,Written work
15785,Q15881199,1870,Low countries,40.0,Written work
15786,Q98461059,1840,France,0.0,Work of art
15787,Q94816891,1870,United Kingdom,0.0,Written work
15788,Q3052692,1810,France,0.0,Theater
15789,Q16065728,1820,United Kingdom,1.0,Work of art
15790,Q55672575,1830,France,0.0,Science
15791,Q55672575,1830,France,0.0,Written work
15793,Q18758704,1850,Italy,0.0,Science
15794,Q46255973,1880,United Kingdom,0.0,Work of art
15795,Q20733957,1880,United Kingdom,0.0,Science
15796,Q60242787,1870,Low countries,0.0,Work of art
15797,Q62538075,1860,France,0.0,Written work
15798,Q570444,1860,Nordic countries,0.0,Music
15801,Q1318973,1870,Eastern Europe,0.0,Science
15802,Q56065650,1830,Low countries,0.0,Written work
15803,Q18527585,1860,United Kingdom,0.0,Work of art
15804,Q100149287,1840,Italy,0.0,Music
15805,Q3388995,1850,France,0.0,Written work
15806,Q2440987,1880,France,0.0,Written work
15807,Q40942079,1810,Eastern Europe,1.0,Sculpture
15808,Q40942079,1810,Eastern Europe,1.0,Work of art
15809,Q1960911,1860,Eastern Europe,2.0,Written work
15810,Q18813182,1880,United Kingdom,8.0,Work of art
15811,Q5536740,1860,Eastern Europe,0.0,Written work
15814,Q459229,1840,Eastern Europe,0.0,Music
15816,Q744703,1850,United Kingdom,2.0,Science
15818,Q2958287,1860,France,0.0,Written work
15819,Q15713096,1850,United Kingdom,1.0,Work of art
15821,Q658668,1850,Nordic countries,3.0,Written work
15822,Q3557440,1880,France,0.0,Science
15823,Q3420582,1870,Italy,1.0,Sculpture
15824,Q3059816,1850,France,0.0,Theater
15825,Q1407733,1830,Low countries,0.0,Written work
15826,Q55217085,1810,Italy,1.0,Work of art
15827,Q20733549,1830,United Kingdom,0.0,Written work
15828,Q1961974,1810,United Kingdom,0.0,Written work
15830,Q1964476,1860,Eastern Europe,2.0,Written work
15833,Q788850,1860,Eastern Europe,0.0,Written work
15835,Q4129638,1880,Nordic countries,11.0,Work of art
15836,Q5600579,1870,Nordic countries,0.0,Architecture
15837,Q3762050,1820,Italy,0.0,Music
15839,Q338874,1850,Eastern Europe,0.0,Music
15841,Q3605493,1840,Low countries,0.0,Written work
15842,Q95183301,1870,Eastern Europe,0.0,Written work
15843,Q2650308,1880,Eastern Europe,2.0,Work of art
15846,Q59310686,1840,France,0.0,Science
15847,Q15969742,1850,Italy,0.0,Architecture
15848,Q4320887,1860,Eastern Europe,0.0,Science
15849,Q2427436,1870,France,55.0,Theater
15850,Q2427436,1870,France,55.0,Written work
15851,Q3724364,1850,Italy,0.0,Written work
15852,Q21541862,1880,Italy,0.0,Work of art
15853,Q71249,1850,Eastern Europe,0.0,Written work
15854,Q95690259,1810,Italy,0.0,Work of art
15855,Q19290043,1840,France,0.0,Written work
15856,Q12061024,1880,Nordic countries,0.0,Architecture
15857,Q95372339,1850,Eastern Europe,0.0,Work of art
15858,Q95169618,1870,Eastern Europe,0.0,Music
15861,Q38893566,1870,France,0.0,Science
15862,Q38893566,1870,France,0.0,Written work
15863,Q1356062,1870,France,9.0,Sculpture
15864,Q6063106,1850,Eastern Europe,0.0,Science
15865,Q4310046,1820,France,0.0,Work of art
15866,Q4310046,1820,France,0.0,Sculpture
15867,Q3130292,1870,United Kingdom,1.0,Science
15868,Q9258706,1880,Eastern Europe,0.0,Architecture
15869,Q354470,1850,France,0.0,Music
15871,Q21462065,1870,United Kingdom,1.0,Work of art
15872,Q5169407,1850,Nordic countries,0.0,Music
15873,Q3742119,1860,Italy,0.0,Written work
15874,Q4533433,1830,Nordic countries,3.0,Science
15875,Q64624924,1860,France,1.0,Sculpture
15876,Q3918280,1840,France,0.0,Written work
15878,Q106459668,1870,Low countries,0.0,Architecture
15879,Q75092,1870,Low countries,0.0,Science
15880,Q26240041,1820,Nordic countries,0.0,Work of art
15881,Q1871813,1870,France,0.0,Music
15882,Q61481281,1880,Italy,0.0,Science
15883,Q60439518,1860,Eastern Europe,1.0,Work of art
15884,Q23765900,1870,France,2.0,Work of art
15886,Q4144449,1870,Eastern Europe,0.0,Science
15887,Q4253287,1860,Eastern Europe,0.0,Written work
15888,Q2646203,1850,France,3.0,Written work
15890,Q21166710,1860,United Kingdom,0.0,Science
15891,Q3607666,1850,Italy,0.0,Theater
15892,Q33137954,1840,France,0.0,Music
15893,Q12355636,1870,Eastern Europe,0.0,Music
15894,Q12355636,1870,Eastern Europe,0.0,Written work
15895,Q56392106,1880,Eastern Europe,0.0,Written work
15896,Q41278354,1850,Low countries,0.0,Work of art
15898,Q18092737,1870,Low countries,0.0,Written work
15899,Q7146529,1830,United Kingdom,1.0,Written work
15900,Q21460228,1870,United Kingdom,3.0,Work of art
15901,Q41337829,1880,Low countries,0.0,Work of art
15903,Q2378599,1820,Italy,0.0,Written work
15904,Q42429028,1870,France,8.0,Science
15905,Q1730350,1840,Eastern Europe,0.0,Written work
15906,Q47468662,1840,Italy,0.0,Work of art
15907,Q94752290,1870,France,0.0,Music
15908,Q19742270,1820,Low countries,0.0,Written work
15909,Q21460680,1850,United Kingdom,4.0,Work of art
15910,Q66314460,1870,Italy,2.0,Written work
15911,Q53499407,1830,France,0.0,Sculpture
15912,Q53499407,1830,France,0.0,Work of art
15913,Q93461738,1850,United Kingdom,0.0,Work of art
15914,Q106715295,1860,France,0.0,Work of art
15915,Q96654621,1860,Low countries,0.0,Music
15916,Q71504,1860,Eastern Europe,0.0,Science
15917,Q3364544,1840,Nordic countries,0.0,Science
15918,Q3364544,1840,Nordic countries,0.0,Written work
15920,Q17489427,1860,Nordic countries,0.0,Work of art
15921,Q1464802,1870,France,0.0,Architecture
15922,Q95402598,1880,Eastern Europe,0.0,Music
15923,Q937570,1850,Eastern Europe,0.0,Written work
15925,Q106511387,1840,France,0.0,Work of art
15926,Q106511387,1840,France,0.0,Sculpture
15927,Q19696760,1880,France,0.0,Architecture
15928,Q2572302,1840,Italy,1.0,Science
15929,Q879624,1820,Nordic countries,0.0,Science
15931,Q21055,1830,Nordic countries,60.0,Work of art
15932,Q67563473,1880,Nordic countries,0.0,Work of art
15933,Q61472519,1840,Italy,0.0,Science
15934,Q15407279,1850,Italy,0.0,Work of art
15935,Q59326874,1870,United Kingdom,0.0,Written work
15936,Q27648899,1840,France,1.0,Written work
15938,Q107101480,1870,Italy,0.0,Sculpture
15939,Q2331013,1860,Eastern Europe,0.0,Written work
15940,Q457378,1840,Nordic countries,0.0,Music
15941,Q1346280,1840,France,3.0,Written work
15942,Q18425,1860,France,13.0,Science
15944,Q2938941,1870,Nordic countries,2.0,Architecture
15945,Q12061425,1880,United Kingdom,4.0,Work of art
15946,Q12729525,1870,Eastern Europe,0.0,Science
15947,Q4111801,1880,Eastern Europe,0.0,Science
15948,Q19975984,1840,Low countries,0.0,Music
15950,Q2080011,1860,Low countries,0.0,Architecture
15951,Q3188685,1850,France,0.0,Work of art
15952,Q105992,1840,Eastern Europe,0.0,Science
15953,Q12784537,1830,Eastern Europe,0.0,Written work
15954,Q95471267,1880,Eastern Europe,0.0,Written work
15955,Q1930364,1820,Eastern Europe,0.0,Music
15956,Q18671997,1830,United Kingdom,1.0,Work of art
15957,Q2959241,1850,France,0.0,Work of art
15960,Q2959241,1850,France,0.0,Written work
15961,Q52154485,1820,United Kingdom,0.0,Work of art
15962,Q1840160,1860,Eastern Europe,6.0,Work of art
15963,Q41130610,1860,Italy,0.0,Written work
15965,Q20331356,1840,France,0.0,Music
15966,Q89563814,1860,Nordic countries,0.0,Architecture
15967,Q13426435,1830,United Kingdom,15.0,Work of art
15968,Q4722210,1870,United Kingdom,5.0,Written work
15969,Q16026347,1870,France,0.0,Written work
15970,Q15955199,1850,Nordic countries,7.0,Work of art
15971,Q6133739,1840,United Kingdom,7.0,Work of art
15972,Q3619343,1820,Italy,1.0,Work of art
15973,Q3619343,1820,Italy,1.0,Sculpture
15974,Q3083342,1810,France,0.0,Work of art
15975,Q110017932,1850,France,0.0,Work of art
15976,Q361265,1840,Eastern Europe,25.0,Theater
15977,Q361265,1840,Eastern Europe,25.0,Written work
15978,Q3144654,1860,France,0.0,Work of art
15979,Q3144654,1860,France,0.0,Sculpture
15980,Q18516795,1840,Low countries,2.0,Work of art
15982,Q19727327,1850,France,0.0,Architecture
15983,Q16503942,1850,Nordic countries,0.0,Science
15984,Q3579977,1840,France,4.0,Work of art
15985,Q65091381,1860,United Kingdom,0.0,Sculpture
15986,Q4054206,1870,Eastern Europe,1.0,Written work
15987,Q9302980,1870,Eastern Europe,0.0,Music
15989,Q12306629,1870,Nordic countries,0.0,Science
15990,Q18508340,1850,Eastern Europe,0.0,Work of art
15991,Q2484402,1820,Nordic countries,13.0,Written work
15993,Q29636569,1880,Eastern Europe,0.0,Written work
15994,Q2407413,1870,Low countries,0.0,Theater
15995,Q2407413,1870,Low countries,0.0,Music
15996,Q4888336,1810,United Kingdom,0.0,Written work
15997,Q507763,1810,United Kingdom,5.0,Science
16000,Q56457302,1850,France,0.0,Written work
16001,Q379367,1880,United Kingdom,5.0,Science
16003,Q1495313,1860,Italy,0.0,Written work
16005,Q4392090,1840,United Kingdom,15.0,Work of art
16006,Q4392090,1840,United Kingdom,15.0,Written work
16007,Q86579,1820,Eastern Europe,0.0,Science
16009,Q24288194,1880,Eastern Europe,0.0,Written work
16010,Q5625716,1880,France,4.0,Work of art
16013,Q55868082,1870,Italy,0.0,Work of art
16014,Q930965,1820,Low countries,0.0,Music
16016,Q1040670,1880,Nordic countries,8.0,Work of art
16017,Q1040670,1880,Nordic countries,8.0,Written work
16018,Q3080822,1870,United Kingdom,1.0,Written work
16020,Q4800692,1880,United Kingdom,0.0,Music
16021,Q4800692,1880,United Kingdom,0.0,Theater
16022,Q383853,1850,France,0.0,Music
16024,Q7274069,1840,United Kingdom,0.0,Music
16025,Q53672451,1850,United Kingdom,0.0,Written work
16026,Q21553430,1840,Low countries,1.0,Work of art
16027,Q43249420,1840,France,0.0,Theater
16028,Q88467604,1870,United Kingdom,0.0,Written work
16029,Q6225826,1840,United Kingdom,0.0,Work of art
16030,Q40991278,1860,Italy,0.0,Work of art
16031,Q7025198,1860,United Kingdom,24.0,Work of art
16033,Q4938706,1880,Nordic countries,0.0,Music
16034,Q29098072,1860,France,0.0,Work of art
16035,Q101515670,1840,Low countries,1.0,Work of art
16036,Q18510086,1840,Eastern Europe,0.0,Written work
16037,Q5345615,1870,United Kingdom,0.0,Music
16039,Q22248160,1840,France,0.0,Work of art
16040,Q102076060,1820,Italy,0.0,Music
16041,Q12022428,1880,Eastern Europe,1.0,Written work
16042,Q52154923,1860,Low countries,0.0,Sculpture
16043,Q52154923,1860,Low countries,0.0,Work of art
16044,Q1056608,1860,Eastern Europe,0.0,Written work
16045,Q21088129,1840,Eastern Europe,0.0,Music
16046,Q1129011,1840,Eastern Europe,0.0,Written work
16047,Q18587282,1860,Eastern Europe,0.0,Work of art
16048,Q39599277,1880,France,0.0,Science
16049,Q11736072,1880,Eastern Europe,0.0,Science
16050,Q22678798,1870,France,0.0,Work of art
16051,Q328369,1840,United Kingdom,158.0,Work of art
16052,Q328369,1840,United Kingdom,158.0,Sculpture
16053,Q2854546,1870,Nordic countries,0.0,Science
16054,Q2854546,1870,Nordic countries,0.0,Written work
16055,Q12309370,1860,Nordic countries,0.0,Work of art
16056,Q60391576,1840,Nordic countries,0.0,Work of art
16059,Q105900197,1880,France,0.0,Work of art
16060,Q5537270,1820,United Kingdom,0.0,Written work
16061,Q4401884,1840,Eastern Europe,0.0,Written work
16063,Q3665511,1820,Italy,0.0,Music
16064,Q7422261,1840,United Kingdom,1.0,Work of art
16065,Q95121143,1860,Eastern Europe,0.0,Theater
16066,Q95121143,1860,Eastern Europe,0.0,Written work
16068,Q523352,1850,Italy,0.0,Written work
16069,Q4528033,1820,Eastern Europe,0.0,Architecture
16070,Q110081942,1840,Low countries,0.0,Work of art
16072,Q16725852,1850,France,1.0,Work of art
16073,Q110176041,1820,Low countries,0.0,Work of art
16074,Q19209677,1860,Eastern Europe,1.0,Written work
16075,Q817438,1850,United Kingdom,0.0,Science
16076,Q39896582,1870,France,0.0,Work of art
16077,Q21072175,1870,United Kingdom,0.0,Written work
16078,Q3876176,1850,Italy,0.0,Science
16079,Q21513171,1840,France,0.0,Science
16080,Q4427226,1860,Eastern Europe,0.0,Science
16081,Q34064794,1850,France,0.0,Written work
16082,Q18579560,1860,Low countries,3.0,Work of art
16083,Q16656984,1810,Nordic countries,0.0,Written work
16084,Q26719556,1880,Low countries,0.0,Music
16086,Q3367517,1830,France,0.0,Science
16087,Q655719,1880,Low countries,85.0,Science
16088,Q116045,1830,France,1.0,Written work
16089,Q247505,1860,France,123.0,Work of art
16091,Q247505,1860,France,123.0,Sculpture
16092,Q247505,1860,France,123.0,Written work
16093,Q110856298,1880,France,1.0,Work of art
16094,Q3548089,1850,Italy,1.0,Written work
16095,Q721082,1830,United Kingdom,0.0,Science
16096,Q9146036,1840,France,0.0,Science
16097,Q740657,1870,United Kingdom,317.0,Written work
16099,Q68586313,1860,Italy,0.0,Science
16100,Q5818420,1820,Nordic countries,8.0,Written work
16101,Q21544276,1830,Eastern Europe,0.0,Science
16102,Q21462929,1860,France,0.0,Work of art
16103,Q22969235,1850,Nordic countries,4.0,Work of art
16104,Q39897442,1880,Italy,0.0,Work of art
16105,Q1990694,1850,Eastern Europe,0.0,Work of art
16106,Q1990694,1850,Eastern Europe,0.0,Architecture
16107,Q15374506,1860,Nordic countries,0.0,Science
16108,Q3104102,1850,France,1.0,Written work
16109,Q3805768,1820,Nordic countries,0.0,Written work
16110,Q98767934,1830,United Kingdom,0.0,Work of art
16111,Q17382781,1870,Nordic countries,0.0,Music
16112,Q4959704,1810,Nordic countries,2.0,Work of art
16113,Q7174816,1860,Nordic countries,0.0,Architecture
16114,Q19691023,1860,France,0.0,Work of art
16115,Q3695660,1810,Italy,1.0,Science
16116,Q52154527,1820,Nordic countries,0.0,Work of art
16117,Q52154527,1820,Nordic countries,0.0,Sculpture
16118,Q21684479,1870,Low countries,0.0,Music
16119,Q18414769,1850,France,0.0,Work of art
16120,Q1819036,1870,Eastern Europe,0.0,Written work
16123,Q4939210,1860,Eastern Europe,0.0,Work of art
16124,Q3771433,1870,Italy,6.0,Science
16126,Q92026186,1870,United Kingdom,0.0,Written work
16127,Q47492259,1840,Italy,0.0,Music
16129,Q5820437,1860,Nordic countries,42.0,Work of art
16130,Q502292,1850,Eastern Europe,0.0,Music
16131,Q502292,1850,Eastern Europe,0.0,Written work
16133,Q16168620,1870,Nordic countries,0.0,Architecture
16134,Q42038907,1880,Italy,0.0,Written work
16135,Q69455226,1870,United Kingdom,0.0,Work of art
16138,Q8014093,1820,United Kingdom,3.0,Written work
16139,Q2250712,1870,Italy,29.0,Work of art
16140,Q2250712,1870,Italy,29.0,Sculpture
16141,Q55837062,1860,France,0.0,Work of art
16142,Q4088004,1870,United Kingdom,1.0,Science
16143,Q2824872,1860,France,11.0,Work of art
16144,Q18508354,1840,France,0.0,Work of art
16145,Q15653867,1830,Italy,0.0,Science
16147,Q21466226,1850,United Kingdom,2.0,Work of art
16148,Q1359097,1840,France,1.0,Science
16150,Q8012069,1860,United Kingdom,0.0,Work of art
16151,Q44720949,1830,France,0.0,Work of art
16152,Q15879234,1850,Low countries,0.0,Work of art
16153,Q39020268,1870,France,0.0,Work of art
16154,Q39020268,1870,France,0.0,Science
16155,Q12319873,1860,Nordic countries,0.0,Work of art
16156,Q4964607,1870,Nordic countries,0.0,Work of art
16157,Q88470879,1860,Eastern Europe,0.0,Written work
16158,Q2371393,1880,France,93.0,Written work
16160,Q544915,1870,France,0.0,Science
16161,Q5339292,1850,United Kingdom,0.0,Architecture
16162,Q81377,1860,United Kingdom,0.0,Work of art
16163,Q3386689,1850,France,0.0,Architecture
16164,Q2958347,1870,Italy,1.0,Written work
16165,Q57786982,1830,France,2.0,Work of art
16166,Q3734436,1880,Italy,0.0,Work of art
16167,Q25344317,1880,Italy,0.0,Written work
16168,Q12788759,1850,Eastern Europe,0.0,Written work
16169,Q41312770,1850,Low countries,2.0,Work of art
16171,Q18674191,1870,France,0.0,Music
16172,Q12320822,1810,Nordic countries,0.0,Work of art
16173,Q61943885,1830,France,1.0,Science
16174,Q4973345,1870,France,0.0,Work of art
16175,Q124577,1870,France,0.0,Science
16176,Q124577,1870,France,0.0,Written work
16177,Q3034894,1820,Eastern Europe,0.0,Science
16178,Q20643500,1840,United Kingdom,1.0,Work of art
16179,Q102076179,1870,Italy,0.0,Music
16181,Q33837852,1880,Low countries,0.0,Architecture
16182,Q105439506,1860,France,0.0,Work of art
16183,Q703990,1830,France,0.0,Science
16184,Q3750942,1850,United Kingdom,1.0,Architecture
16185,Q3750942,1850,United Kingdom,1.0,Science
16187,Q3750942,1850,United Kingdom,1.0,Written work
16188,Q570793,1850,Eastern Europe,0.0,Written work
16189,Q5560016,1840,Nordic countries,0.0,Work of art
16190,Q902153,1810,France,0.0,Science
16191,Q1966819,1830,United Kingdom,2.0,Science
16192,Q15062911,1840,Eastern Europe,0.0,Science
16193,Q105631771,1820,France,0.0,Work of art
16194,Q95070780,1820,Eastern Europe,0.0,Written work
16195,Q7342502,1830,United Kingdom,2.0,Work of art
16196,Q937399,1860,United Kingdom,0.0,Science
16197,Q8018062,1840,United Kingdom,83.0,Work of art
16198,Q23038742,1850,Eastern Europe,0.0,Work of art
16199,Q98017855,1810,Eastern Europe,0.0,Written work
16200,Q109938,1860,France,0.0,Written work
16201,Q450838,1870,France,0.0,Theater
